id,original_amount,txn_date,plaid_category,plaid_dirty_name
86166,113.67,2019-05-25,"['Shops', 'Beauty Products']",ULTA
96887,10.0,2021-01-07,"['Shops', 'Digital Purchase']",POS DEBIT GLOBALPOK GOLD COINS TA XBIEX
18360,43.66,2019-11-08,"['Shops', 'Beauty Products']",Sephora
125215,21.84,2021-02-01,"['Shops', 'Beauty Products']",Sephora
51370,10.78,2020-05-28,['Service'],WIX.COM*6782139
54045,12.5,2020-07-06,"['Travel', 'Parking']",SPOTHERO 844-356-805 HTTPSSPOTHERO IL 07/03
45487,5.0,2018-09-07,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
112876,113.58,2021-01-25,"['Service', 'Insurance']",State Farm
29332,77.07,2020-11-18,"['Shops', 'Discount Stores']",Dollar Tree
29339,8.0,2020-11-15,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
45956,5.0,2018-03-27,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
41515,150.0,2020-01-05,"['Service', 'Shipping and Freight']",UPS
1809,2.5,2018-10-23,['Food and Drink'],PepsiCo
54458,3.0,2019-09-20,"['Travel', 'Public Transportation Services']",Ventra 5106 S. Pula CHICAGO IL 09/20
16925,4.0,2020-09-01,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 08/31
38222,31.78,2020-06-15,['Service'],WIX.COM*689425981 NY 06/11
83721,1.69,2020-02-20,"['Travel', 'Gas Stations']",Sheetz
46034,5.0,2018-02-28,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
119001,8.0,2021-01-22,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
106310,3.11,2020-10-18,"['Travel', 'Gas Stations']",QuikTrip
35076,16.22,2020-09-28,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
1826,2.25,2018-10-16,['Food and Drink'],PepsiCo
58651,21.14,2019-05-12,"['Shops', 'Discount Stores']",Dollar Tree
32737,5.0,2019-05-17,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
45935,5.0,2018-04-03,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
94348,11.45,2020-08-11,"['Food and Drink', 'Restaurants']",Tropical Smoothie Cafe
26787,132.17,2020-06-01,"['Shops', 'Pets']",Withdrawal Debit Consumer / CHEWY.COM FL Date 06/01/20 0 0153020787 0 5995 %% Card 20 #6543
44665,32.0,2017-06-12,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
39497,26.61,2019-05-20,"['Shops', 'Digital Purchase']",Audible
14859,18.4,2019-08-16,"['Travel', 'Gas Stations']",Sheetz
80132,22.58,2019-12-23,"['Shops', 'Clothing and Accessories']",T J MAXX 1419 3RD AVE
78870,6.72,2020-11-09,"['Shops', 'Food and Beverage Store']",PANDA BUBBLE TEA
45820,5.0,2018-05-15,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
36854,16.97,2019-11-25,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
19564,34.32,2018-12-14,"['Shops', 'Beauty Products']",Sephora
32431,5.0,2019-09-11,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
57108,33.75,2019-03-27,"['Travel', 'Gas Stations']",QuikTrip
112422,5.83,2020-05-19,"['Service', 'Shipping and Freight']",UPS
73592,10.0,2020-07-09,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 07/08
18501,28.26,2019-09-30,"['Shops', 'Pharmacies']",Duane Reade
45327,10.0,2018-11-07,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
73908,5.0,2020-05-27,"['Service', 'Personal Care']",GLOBALPOK GOLD COIN gp@vgw.co 05/26
21552,49.49,2019-01-26,"['Food and Drink', 'Restaurants']",Hover.Com
58637,46.6,2019-05-27,"['Shops', 'Clothing and Accessories']",T.J.Maxx
104356,4.61,2021-01-11,"['Shops', 'Discount Stores']",Dollar General
45727,5.0,2018-06-21,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
115553,14.95,2020-09-08,"['Shops', 'Digital Purchase']",Audible
44021,21.77,2018-01-16,"['Shops', 'Beauty Products']",Sephora
44401,2.76,2017-08-28,"['Shops', 'Pharmacies']",Duane Reade
126751,10.18,2020-08-24,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda 1 Express
53288,20.12,2020-08-12,"['Travel', 'Gas Stations']",QuikTrip
45360,5.0,2018-10-24,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
1796,1.75,2018-11-15,['Food and Drink'],PepsiCo
35051,14.72,2020-10-01,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
36641,52.33,2020-01-09,"['Shops', 'Beauty Products']",ULTA
37314,18.22,2019-08-23,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
45560,5.0,2018-08-15,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
46093,5.0,2018-01-25,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
43846,10.0,2018-04-04,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
32323,10.0,2019-10-17,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
49369,1.0,2019-02-09,"['Shops', 'Discount Stores']",Dollar General
45212,5.17,2016-08-11,"['Food and Drink', 'Restaurants']",DUNKIN #331707 Q35 BROOKLYN NY 08/10
126081,18.5,2021-02-01,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
82487,10.16,2019-05-04,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
45538,5.0,2018-08-21,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
45013,7.22,2016-11-07,"['Food and Drink', 'Restaurants']",DUNKIN #331707 Q35 BROOKLYN NY 11/05
77100,6.49,2019-05-17,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
1166,1.75,2020-03-04,['Food and Drink'],PepsiCo
120508,10.18,2020-04-28,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
1174,7.67,2020-02-28,"['Food and Drink', 'Restaurants']",Chick-fil-A
59197,16.85,2020-09-16,"['Travel', 'Gas Stations']",QuikTrip
104440,10.0,2021-01-04,"['Travel', 'Gas Stations']",Sheetz
119659,8.8,2020-10-16,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
44999,5.17,2016-11-14,"['Food and Drink', 'Restaurants']",DUNKIN #331707 Q35 BROOKLYN NY 11/10
72747,20.0,2020-10-19,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 10/16
43146,5.11,2017-09-18,"['Food and Drink', 'Restaurants']","DUNKIN #350179 Q35 WAYCROSS, GA, US"
44886,5.0,2017-01-20,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
30491,19.38,2019-07-30,"['Travel', 'Gas Stations']",Sheetz
67590,7.59,2018-12-22,"['Shops', 'Beauty Products']",ULTA
38794,27.26,2019-10-21,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
119701,8.8,2020-10-08,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
94868,77.07,2020-11-18,"['Shops', 'Discount Stores']",Dollar Tree
118269,2.0,2021-01-28,"['Travel', 'Parking']",POS DEBIT NYCDOT PARKING METERS
94687,115.82,2021-01-04,"['Shops', 'Beauty Products']",POS DEBIT ULTA # 476
51345,48.6,2020-06-15,['Service'],WIX.COM*6916274
42309,25.06,2019-09-29,"['Shops', 'Convenience Stores']",Cumberland Farms
33752,3.78,2020-06-16,"['Travel', 'Gas Stations']",MARATHON PETRO1207 06-14 FORT
88168,25.0,2019-12-24,"['Travel', 'Parking']",SPOTHERO 844-356-805 HTTPSSPOTHERO IL 12/23
79231,5.68,2020-08-24,"['Shops', 'Pharmacies']",Duane Reade
82054,56.18,2019-10-16,"['Shops', 'Beauty Products']",Sephora
49003,6.96,2019-08-03,"['Shops', 'Beauty Products']",ULTA
78272,20.99,2020-09-10,"['Travel', 'Parking']",SPOTHERO HTTPSSPOTHERO
18891,11.97,2019-06-17,"['Shops', 'Pharmacies']",Duane Reade
73715,10.0,2020-06-22,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 06/20
80353,17.0,2019-10-22,['Service'],Recurring Payment - WIX.COM*534488901
46889,270.77,2020-11-27,"['Shops', 'Clothing and Accessories']",T.J.Maxx
68346,28.2,2020-02-04,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
58527,20.38,2019-12-31,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
97392,4.59,2020-11-18,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 11/18
95298,2.72,2020-06-11,"['Shops', 'Discount Stores']",Dollar General
79183,48.99,2020-09-02,"['Shops', 'Beauty Products']",Sephora
72657,50.0,2020-10-23,"['Service', 'Personal Care']",GLOBALPOK GOLD COIN gp@vgw.co 10/22
19705,16.71,2018-10-31,"['Shops', 'Pharmacies']",Duane Reade
54253,7.5,2020-01-21,"['Travel', 'Parking']",SPOTHERO 844-356-805 HTTPSSPOTHERO IL 01/20
26967,47.17,2020-04-27,"['Shops', 'Convenience Stores']",Cumberland Farms
36802,17.51,2019-12-06,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
91562,2.0,2020-12-28,"['Travel', 'Parking']",POS DEBIT NYCDOT PARKING METERS
22499,17.85,2020-06-15,"['Shops', 'Pharmacies']",JEWEL OSCO 3474 PALATINE IL 06/15
32529,5.0,2019-08-09,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
99153,10.0,2019-08-07,"['Travel', 'Public Transportation Services']",VENTRA MOBILE IL 08/06
32636,10.0,2019-06-29,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
104975,5.41,2020-06-19,"['Travel', 'Gas Stations']",Sheetz
88411,3.0,2019-11-07,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 11/06
99067,10.0,2019-08-26,"['Travel', 'Public Transportation Services']",VENTRA MOBILE IL 08/23
98347,1.97,2020-02-18,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 02/16
37685,25.68,2019-06-04,"['Shops', 'Clothing and Accessories']",T J MAXX 18059 TAMIAM
45176,4.13,2016-08-25,"['Food and Drink', 'Restaurants']",DUNKIN #340441 Q35 BROOKLYN NY 08/24
30515,14.4,2019-07-23,"['Travel', 'Gas Stations']",Sheetz
64848,15.03,2020-05-04,"['Food and Drink', 'Restaurants']",Chick-Fil-A
39767,29.9,2019-03-13,['Service'],WIX.COM*405676901 NY 03/11
125604,15.0,2020-04-11,"['Travel', 'Gas Stations']",QuikTrip
53316,5.29,2020-06-19,"['Food and Drink', 'Restaurants']",Tropical Smoothie Cafe
21833,34.47,2020-08-05,"['Shops', 'Pets']",CHEWY INC
68032,19.95,2020-07-02,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
49414,10.9,2019-01-20,"['Shops', 'Beauty Products']",ULTA
33695,5.82,2020-07-06,"['Travel', 'Gas Stations']",MARATHON PETRO1207 07-02 FORT
32799,5.0,2019-04-19,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
13640,20.0,2020-01-10,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
21170,7.17,2019-09-05,"['Food and Drink', 'Restaurants']",Hover.Com
19607,13.93,2018-11-29,"['Shops', 'Pharmacies']",Duane Reade
82521,52.89,2019-04-29,"['Shops', 'Beauty Products']",ULTA.COM
59638,8.47,2019-12-19,"['Shops', 'Food and Beverage Store']",POS Withdraw TROPICAL SMOOTHIE IANKENY
14241,14.0,2019-11-04,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
64894,7.4,2020-04-13,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
59911,98.68,2019-05-17,"['Service', 'Insurance']",State Farm
29428,17.45,2020-10-10,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
44186,5.0,2017-11-06,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 11/03
26363,30.8,2020-09-02,"['Shops', 'Convenience Stores']",Cumberland Farms
15616,13.0,2019-05-22,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
94925,12.83,2020-10-30,"['Service', 'Insurance']",State Farm
13484,34.84,2020-02-03,"['Shops', 'Beauty Products']",Sephora
54798,7.0,2019-02-20,"['Travel', 'Parking']",SPOTHERO 8443568054 IL 02/19
33051,5.0,2018-12-14,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
14593,22.5,2019-09-16,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
86459,7.0,2019-02-22,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
11680,22.75,2020-10-10,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
49019,3.75,2019-07-31,"['Travel', 'Gas Stations']",Walton Marathon
72053,20.0,2020-12-11,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 12/10
99093,10.0,2019-08-19,"['Travel', 'Public Transportation Services']",VENTRA MOBILE IL 08/16
72665,20.0,2020-10-23,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 10/22
101221,8.72,2020-09-11,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
97390,4.59,2020-11-19,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 11/19
44985,4.67,2016-11-17,"['Food and Drink', 'Restaurants']",DUNKIN #340441 Q35 BROOKLYN NY 11/16
60489,7.46,2020-12-08,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
45339,5.0,2018-11-02,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
112842,7.14,2021-01-25,"['Travel', 'Gas Stations']",POS DEBIT FOOD SMAR 2901 W ARMIT CHICAGO IL 00NN09742
9752,14.0,2019-08-07,"['Travel', 'Gas Stations']",MARATHON PETRO150722
97297,8.92,2020-12-11,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 12/11
79789,12.42,2020-04-06,"['Shops', 'Pharmacies']",Duane Reade
73589,10.0,2020-07-09,"['Service', 'Personal Care']",GLOBALPOK GOLD COIN gp@vgw.co 07/08
32920,15.36,2019-02-23,"['Food and Drink', 'Restaurants']",Chick-fil-A
39744,17.95,2019-03-20,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
1492,2.0,2019-09-16,"['Food and Drink', 'Restaurants']",Panda Express
118899,80.61,2020-12-31,"['Shops', 'Clothing and Accessories']",ROSS STORES #1892 HOMEWOOD IL 12/31
37521,5.97,2019-07-15,"['Travel', 'Gas Stations']",MARATHON PETRO17
18071,0.5,2020-01-10,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 01/09
43919,2.79,2018-03-07,"['Food and Drink', 'Restaurants']",DUNKIN #334933 Q35 ELMSFORD NY 03/06
5884,13.83,2019-12-16,"['Service', 'Shipping and Freight']",UPS
36405,12.55,2020-02-24,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
97847,7.01,2020-08-10,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 08/10
100523,20.0,2021-01-11,"['Shops', 'Digital Purchase']",POS DEBIT GLOBALPOK GOLD COINS TA XBIEX
15193,12.75,2019-07-25,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
35813,14.16,2020-06-25,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
45611,5.0,2018-07-25,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
53030,48.15,2018-12-24,"['Shops', 'Clothing and Accessories']",ROSS STORES #1656 RESEDA CA 12/23
80059,0.69,2020-01-10,"['Shops', 'Beauty Products']",Sephora
121878,100.37,2019-03-04,"['Service', 'Insurance']",State Farm
39002,20.56,2019-09-09,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
34905,8.65,2020-10-19,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
99354,5.0,2019-06-17,"['Travel', 'Public Transportation Services']",VENTRA MOBILE IL 06/14
39020,16.24,2019-09-04,"['Shops', 'Digital Purchase']",Audible
45313,5.0,2018-11-13,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
98696,10.0,2019-12-09,"['Travel', 'Public Transportation Services']",VENTRA MOBILE IL 12/08
37145,20.33,2019-09-25,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
29113,18.8,2019-01-01,"['Shops', 'Discount Stores']",Dollar Tree
88091,1.25,2020-01-07,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 01/06
28914,4.32,2019-02-24,"['Shops', 'Discount Stores']",Dollar Tree
32549,5.0,2019-08-03,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
26035,51.35,2020-11-10,"['Shops', 'Convenience Stores']",Cumberland Farms
32362,5.0,2019-10-05,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
17196,9.54,2020-07-10,"['Shops', 'Pharmacies']",Duane Reade
93875,2.0,2020-12-31,"['Travel', 'Parking']",POS DEBIT NYCDOT PARKING METERS
45409,5.0,2018-10-05,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
14693,11.0,2019-09-03,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
104944,11.76,2020-08-05,"['Travel', 'Gas Stations']",Marathon Petro
63210,13.9,2019-12-12,"['Shops', 'Clothing and Accessories']",T.J.Maxx
118271,2.0,2021-01-28,"['Travel', 'Parking']",POS DEBIT NYCDOT PARKING METERS
51691,45.0,2020-01-16,['Service'],WIX.COM*5865144
66121,16.0,2019-02-19,"['Shops', 'Digital Purchase']",Audible
112580,7.14,2021-01-22,"['Travel', 'Gas Stations']",POS DEBIT FOOD SMAR 2901 W ARMIT CHICAGO IL 00NN09742
123727,13.21,2019-12-09,"['Food and Drink', 'Restaurants']",White Castle
99054,10.0,2019-08-29,"['Travel', 'Public Transportation Services']",VENTRA MOBILE IL 08/28
72634,10.0,2020-10-27,"['Service', 'Personal Care']",GLOBALPOK GOLD COIN gp@vgw.co 10/26
42289,16.03,2019-10-05,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
44101,15.77,2017-12-12,"['Shops', 'Pharmacies']",Duane Reade
98715,10.0,2019-12-04,"['Travel', 'Public Transportation Services']",VENTRA MOBILE IL 12/03
97481,4.08,2020-10-26,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 10/24
32393,10.0,2019-09-25,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
87335,17.99,2020-07-30,"['Travel', 'Parking']",SPOTHERO 844-356-805 HTTPSSPOTHERO IL 07/30
32372,10.0,2019-10-03,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
59063,6.22,2020-11-25,"['Travel', 'Gas Stations']",QuikTrip
43988,10.5,2018-01-25,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
106325,12.48,2020-10-12,"['Travel', 'Gas Stations']",QuikTrip
77328,27.63,2020-12-17,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
96700,93.81,2021-01-06,"['Shops', 'Pharmacies']",POS DEBIT JEWEL OSCO 3474
39074,7.59,2019-08-26,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
27172,61.49,2020-03-10,"['Shops', 'Convenience Stores']",Cumberland Farms
66176,16.0,2018-12-19,"['Shops', 'Digital Purchase']",Audible
27810,61.89,2019-10-15,"['Shops', 'Convenience Stores']",Cumberland Farms
20952,13.17,2020-01-05,"['Food and Drink', 'Restaurants']",Hover.Com
83174,21.25,2020-06-26,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
108101,6.04,2019-07-25,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
53352,9.88,2020-04-15,"['Travel', 'Gas Stations']",QuikTrip
121826,10.15,2019-03-19,"['Travel', 'Gas Stations']",MARATHON PETRO 03/19 PURCHASE PHILADELPHIA MS DEBIT CARD *4318
42771,264.54,2018-05-10,"['Transfer', 'Debit']",ALLY CASHBACK
21525,19.67,2019-02-05,"['Food and Drink', 'Restaurants']",Hover.Com
14805,42.09,2019-08-21,"['Food and Drink', 'Restaurants']",THE CASTLE ON POST
20974,13.17,2019-12-22,"['Food and Drink', 'Restaurants']",Hover.Com
22965,34.84,2018-11-22,"['Shops', 'Beauty Products']",Sephora
43088,400.0,2017-11-03,"['Transfer', 'Debit']",ALLY CASHBACK
9287,54.79,2020-04-20,"['Shops', 'Pets']",CHEWY.COM
86828,16.75,2020-11-30,['Food and Drink'],Smoothie King
3869,415.52,2019-02-01,"['Transfer', 'Debit']",ALLY CASHBACK
97919,13.32,2020-07-20,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 07/18
18526,105.8,2019-09-23,"['Shops', 'Clothing and Accessories']",T J MAXX 360 NEWBURY BOSTON MA 09/22
33951,1.67,2020-04-27,"['Travel', 'Gas Stations']",MARATHON PETRO1207 04-26 FORT
103993,38.19,2019-07-16,"['Shops', 'Beauty Products']",Sephora
24499,12.03,2018-11-26,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
96722,5.0,2021-01-04,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 12/31
45632,5.0,2018-07-19,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
15711,2.76,2019-05-07,"['Shops', 'Pharmacies']",Duane Reade
44311,4.66,2017-10-02,"['Food and Drink', 'Restaurants']",DUNKIN #338221 Q35 BROOKLYN NY 09/30
88762,0.75,2019-08-19,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 08/17
54326,6.0,2019-12-03,"['Travel', 'Parking']",SPOTHERO 844-356-805 HTTPSSPOTHERO IL 12/02
93843,10.0,2020-12-31,"['Shops', 'Digital Purchase']",POS DEBIT GLOBALPOK GOLD COINS TA XBIEX
16652,10.75,2020-10-22,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 10/21
89239,16.0,2019-04-08,"['Travel', 'Parking']",SPOTHERO 8443568054 IL 04/06
43111,245.83,2017-10-11,"['Transfer', 'Debit']",ALLY CASHBACK
17275,4.0,2020-06-29,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 06/26
112346,7.81,2020-06-04,"['Travel', 'Gas Stations']",Sheetz
50869,6.48,2020-11-23,"['Shops', 'Discount Stores']",Dollar General
72695,50.0,2020-10-21,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 10/20
35899,59.54,2020-06-12,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
73857,10.0,2020-06-04,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 06/03
94674,10.0,2021-01-04,"['Shops', 'Digital Purchase']",POS DEBIT GLOBALPOK GOLD COINS TA XBIEX
58647,14.11,2019-05-15,"['Travel', 'Gas Stations']",QuikTrip
73734,10.0,2020-06-22,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 06/20
32740,5.0,2019-05-15,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
54077,228.12,2020-06-18,"['Service', 'Insurance']",State Farm
14137,26.0,2019-11-18,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
127753,16.24,2021-02-04,"['Shops', 'Digital Purchase']",Audible
42450,9.6,2019-05-25,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
83135,133.56,2020-07-19,"['Shops', 'Beauty Products']",Sephora
121473,108.47,2019-07-22,"['Service', 'Insurance']",State Farm
36919,7.24,2019-11-12,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
10212,50.82,2018-11-03,"['Shops', 'Pets']",CHEWY.COM
88946,19.0,2019-06-26,"['Travel', 'Parking']",SPOTHERO 8443568054 IL 06/25
32237,20.0,2019-12-03,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
97163,3.57,2021-01-07,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 01/07
17420,2.5,2020-06-08,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 06/05
